,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
14180,Mymensingh,1980,11,32.3,18.3,0,60,0.5,1,9.1,41886,540975.3,737535.8,24.75,90.41,19,1980.11
14246,Mymensingh,1980,12,29.1,13.4,0,63,0.3,1.9,7.5,41886,540975.3,737535.8,24.75,90.41,19,1980.12
14287,Patuakhali,1980,1,27.1,13.5,1,75,0.9,1,6.85862069,41960,534986.1,472575.7,22.36,90.34,3,1980.01
14328,Patuakhali,1980,2,30.2,16.5,33,73,1,1.7,7.486206897,41960,534986.1,472575.7,22.36,90.34,3,1980.02
14369,Patuakhali,1980,3,33.2,21,37,74,1.5,2.3,7.606896552,41960,534986.1,472575.7,22.36,90.34,3,1980.03
14410,Patuakhali,1980,4,33.6,24,99,79,2.2,3.7,7.351724138,41960,534986.1,472575.7,22.36,90.34,3,1980.04
14451,Patuakhali,1980,5,33.5,25.3,258,82,2.3,4.7,5.982758621,41960,534986.1,472575.7,22.36,90.34,3,1980.05
14492,Patuakhali,1980,6,33.3,26,467,87,2.1,5.9,3.14137931,41960,534986.1,472575.7,22.36,90.34,3,1980.06
14533,Patuakhali,1980,7,31.4,25.9,498,89,2,6.4,3.075862069,41960,534986.1,472575.7,22.36,90.34,3,1980.07
14574,Patuakhali,1980,8,31.7,26,447,88,1.9,6.2,3.672413793,41960,534986.1,472575.7,22.36,90.34,3,1980.08
14615,Patuakhali,1980,9,32.2,25.7,329,87,1.4,5.5,4.051724138,41960,534986.1,472575.7,22.36,90.34,3,1980.09
14656,Patuakhali,1980,10,32.7,24.3,156,84,0.8,3.6,5.910344828,41960,534986.1,472575.7,22.36,90.34,3,1980.1
14697,Patuakhali,1980,11,31.2,20.4,43,80,0.7,2.3,6.862068966,41960,534986.1,472575.7,22.36,90.34,3,1980.11
14738,Patuakhali,1980,12,27.8,15.3,3,77,0.7,1.1,6.810344828,41960,534986.1,472575.7,22.36,90.34,3,1980.12
14788,Rajshahi,1980,1,28.6,11.5,29,73,1,0.7,7.2,41895,353944.9,693386.6,24.35,88.56,20,1980.01
14838,Rajshahi,1980,2,32.2,12.9,12,66,1.2,1.2,8.2,41895,353944.9,693386.6,24.35,88.56,20,1980.02
14888,Rajshahi,1980,3,37,18,69,58,1.8,1.7,8.5,41895,353944.9,693386.6,24.35,88.56,20,1980.03
14938,Rajshahi,1980,4,37.2,24.9,0,50,2.9,1.5,8.4,41895,353944.9,693386.6,24.35,88.56,20,1980.04
14988,Rajshahi,1980,5,37.5,23.4,156,75,3,4.3,7.4,41895,353944.9,693386.6,24.35,88.56,20,1980.05
15038,Rajshahi,1980,6,35,25.9,349,86,2.2,4.8,5.5,41895,353944.9,693386.6,24.35,88.56,20,1980.06
15088,Rajshahi,1980,7,36,26.3,281,89,2.5,5.9,4.2,41895,353944.9,693386.6,24.35,88.56,20,1980.07
15138,Rajshahi,1980,8,35.5,26.5,316,86,1.8,5.6,5.1,41895,353944.9,693386.6,24.35,88.56,20,1980.08
15188,Rajshahi,1980,9,34.3,26.6,215,84,0.7,4.3,5.5,41895,353944.9,693386.6,24.35,88.56,20,1980.09
15238,Rajshahi,1980,10,33.5,23.1,149,81,0.7,2.3,7.6,41895,353944.9,693386.6,24.35,88.56,20,1980.1
15288,Rajshahi,1980,11,30.5,17.9,0,71,0.7,0.5,8,41895,353944.9,693386.6,24.35,88.56,20,1980.11
15338,Rajshahi,1980,12,28.5,14,0,70,0.9,0.9,7.6,41895,353944.9,693386.6,24.35,88.56,20,1980.12
15395,Rangamati,1980,1,27.3,15.7,10,74,0.8,1.8,7.481481481,41966,725903.3,508021.9,22.67,92.2,63,1980.01
15452,Rangamati,1980,2,31.3,17,76,72,0.8,1.4,8.244444444,41966,725903.3,508021.9,22.67,92.2,63,1980.02
15509,Rangamati,1980,3,35.2,21.4,90,75,1.4,2.9,7.888888889,41966,725903.3,508021.9,22.67,92.2,63,1980.03
15566,Rangamati,1980,4,37.1,25.4,41,69,2.4,3.1,7.9,41966,725903.3,508021.9,22.67,92.2,63,1980.04
15623,Rangamati,1980,5,36.2,23.4,628,77,1.8,4.4,6.322222222,41966,725903.3,508021.9,22.67,92.2,63,1980.05
15680,Rangamati,1980,6,35,25.3,435,84,2,4.7,4.381481481,41966,725903.3,508021.9,22.67,92.2,63,1980.06
15737,Rangamati,1980,7,35,25.8,997,82,3,5.5,3.748148148,41966,725903.3,508021.9,22.67,92.2,63,1980.07
15794,Rangamati,1980,8,34.3,25.2,448,83,2.7,5.6,4.744444444,41966,725903.3,508021.9,22.67,92.2,63,1980.08
15851,Rangamati,1980,9,33.7,25.1,249,84,1.6,5.4,5.3,41966,725903.3,508021.9,22.67,92.2,63,1980.09
15908,Rangamati,1980,10,33.2,23.9,279,82,1.4,3.8,6.596296296,41966,725903.3,508021.9,22.67,92.2,63,1980.1
15965,Rangamati,1980,11,32,21.8,0,80,0.2,3,7.414814815,41966,725903.3,508021.9,22.67,92.2,63,1980.11
16022,Rangamati,1980,12,27.4,18.6,0,83,0.8,2.9,7.448148148,41966,725903.3,508021.9,22.67,92.2,63,1980.12
16079,Rangpur,1980,1,25.3,10.3,3,73,0.4,0.6,8.2,41859,426172.9,844822.3,25.72,89.26,34,1980.01
16136,Rangpur,1980,2,29.2,13.5,14,67,0.5,0.9,6.6,41859,426172.9,844822.3,25.72,89.26,34,1980.02
16193,Rangpur,1980,3,35.4,17.6,22,61,1.2,2,7,41859,426172.9,844822.3,25.72,89.26,34,1980.03
16250,Rangpur,1980,4,37,23.4,38,66,1.5,2.3,7.5,41859,426172.9,844822.3,25.72,89.26,34,1980.04
16307,Rangpur,1980,5,33,22.3,354,79,1.4,5.1,6.3,41859,426172.9,844822.3,25.72,89.26,34,1980.05
16364,Rangpur,1980,6,34.3,25.9,426,84,1.2,5.5,6.1,41859,426172.9,844822.3,25.72,89.26,34,1980.06
16421,Rangpur,1980,7,34,26.7,276,84,1.1,5.9,5.4,41859,426172.9,844822.3,25.72,89.26,34,1980.07
16478,Rangpur,1980,8,34.3,26.3,579,85,1.2,5.9,5.1,41859,426172.9,844822.3,25.72,89.26,34,1980.08
16535,Rangpur,1980,9,35,26.2,340,85,0.7,5,5.4,41859,426172.9,844822.3,25.72,89.26,34,1980.09
16592,Rangpur,1980,10,31.6,22.5,68,82,0.7,2.6,8.2,41859,426172.9,844822.3,25.72,89.26,34,1980.1
16649,Rangpur,1980,11,29.9,17.3,0,72,0.5,0.5,9.7,41859,426172.9,844822.3,25.72,89.26,34,1980.11
16706,Rangpur,1980,12,27.1,14,0,73,0.2,1.3,8.9,41859,426172.9,844822.3,25.72,89.26,34,1980.12
16790,Sandwip,1980,1,28,12.6,0,66,0.6,0.4,7.555555556,41964,650012.1,488627.9,22.5,91.46,6,1980.01
16837,Sandwip,1980,2,30,15.4,48,67,0.9,1.1,7.951851852,41964,650012.1,488627.9,22.5,91.46,6,1980.02
16884,Sandwip,1980,3,34,20.6,74,73,1.8,2.5,8,41964,650012.1,488627.9,22.5,91.46,6,1980.03
16931,Sandwip,1980,4,35.5,24.8,46,79,3.4,3.4,8.051851852,41964,650012.1,488627.9,22.5,91.46,6,1980.04
16978,Sandwip,1980,5,34,24.2,784,85,1.8,4.1,6.425925926,41964,650012.1,488627.9,22.5,91.46,6,1980.05
17025,Sandwip,1980,6,33,25.9,233,87,2.7,5.8,4.666666667,41964,650012.1,488627.9,22.5,91.46,6,1980.06
17072,Sandwip,1980,7,32,25.5,1555,89,2.7,5.9,4.022222222,41964,650012.1,488627.9,22.5,91.46,6,1980.07
17119,Sandwip,1980,8,33,25.2,682,89,1.9,5.4,4.962962963,41964,650012.1,488627.9,22.5,91.46,6,1980.08
17166,Sandwip,1980,9,33.8,25,288,85,1.3,5.1,5.325925926,41964,650012.1,488627.9,22.5,91.46,6,1980.09
17213,Sandwip,1980,10,33,24.3,290,82,0.4,3,6.885185185,41964,650012.1,488627.9,22.5,91.46,6,1980.1
17260,Sandwip,1980,11,32.5,20.4,0,75,0.1,0.8,7.662962963,41964,650012.1,488627.9,22.5,91.46,6,1980.11
17307,Sandwip,1980,12,29.5,16.4,0,78,0.2,1.2,7.696296296,41964,650012.1,488627.9,22.5,91.46,6,1980.12
17384,Satkhira,1980,1,29.7,14.1,3,73,0.4,0.1,7.14,41946,404211.7,508367.2,22.68,89.07,6,1980.01
17450,Satkhira,1980,2,32.3,16.9,166,69,0.2,1,7.953333333,41946,404211.7,508367.2,22.68,89.07,6,1980.02
17516,Satkhira,1980,3,35.6,21.5,78,67,0.5,2.2,8.256666667,41946,404211.7,508367.2,22.68,89.07,6,1980.03
17582,Satkhira,1980,4,37.6,25.8,11,71,1.5,1.6,8.656666667,41946,404211.7,508367.2,22.68,89.07,6,1980.04
17648,Satkhira,1980,5,37.1,25.1,109,74,1.9,2.1,7.856666667,41946,404211.7,508367.2,22.68,89.07,6,1980.05
17714,Satkhira,1980,6,36.4,26.3,245,82,1.7,5.8,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1980.06
17780,Satkhira,1980,7,32.9,26,334,86,1.6,5.9,3.93,41946,404211.7,508367.2,22.68,89.07,6,1980.07
17846,Satkhira,1980,8,34.4,26.2,209,86,2.4,4.3,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1980.08
17912,Satkhira,1980,9,33.8,26.4,104,86,1.8,3.9,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1980.09
17978,Satkhira,1980,10,33.3,23.3,110,81,0.9,3.1,6.62,41946,404211.7,508367.2,22.68,89.07,6,1980.1
